21.298,28.558,19.759,25.93,22.502,19.75,21.892,23.588,29.976,45.792,69.03,151.926,238.736,400.262,684.643,1279.13,2298.45,4541.9,8959.46
1.709,9.092,6.238,9.256,11.245,10.058,12.916,15.438,22.212,35.654,55.47,138.171,228.125,384.295,681.023,1256.54,2279.12,4443.99,9353.59
1.338,8.429,5.935,8.573,10.964,9.729,12.586,15.212,21.997,35.237,58.303,137.192,224.996,382.78,676.514,1258.89,2280.94,4443.06,8824.25
1.47,8.594,5.761,8.63,10.691,10.048,12.29,15.204,21.871,35.504,54.985,136.954,221.632,388.108,673.191,1261.54,2273.96,4435.21,9173.54
1.513,8.119,5.89,8.462,11.014,9.87,12.409,15.027,21.708,35.287,54.937,141.027,221.307,385.677,677.174,1259.44,2291.99,4443.55,8761.68
1.342,8.177,5.779,8.685,10.897,10.052,12.764,15.246,21.496,34.974,54.76,137.847,221.365,383.615,676.737,1258.21,2274.23,4423.53,8935.32
1.136,8.117,5.692,8.459,10.682,9.789,12.8,15.091,21.338,35.233,54.482,137.493,221.16,384.618,674.032,1257.4,2282.01,4438.01,8767.39
1.15,8.064,5.832,8.648,10.902,9.592,12.484,15.173,21.725,34.922,54.949,137.824,223.084,382.606,689.786,1252,2286.41,4409.21,9090.56
1.264,7.891,5.751,8.467,10.8,9.702,12.532,15.019,21.645,34.937,55.248,137.077,221.095,383.994,679.636,1250.48,2270.31,4434.08,9068.05
1.13,16.077,5.688,8.604,10.691,12.743,12.362,15.005,21.57,35.108,54.727,137.807,220.749,383.527,674.029,1254.98,2279.39,4440.32,8881.71
1.143,8.246,5.705,8.483,10.764,10.447,12.626,14.961,21.83,37.977,54.874,138.132,221.494,382.012,675.574,1252.04,2274.45,4425.05,9106.01
1.19,7.831,5.785,8.384,10.63,10.158,12.448,15.252,21.51,35.721,54.653,138.52,222.001,388.715,684.799,1255.63,2278.14,4436.49,8975.36
1.159,7.76,5.971,8.36,10.605,10.142,12.594,15.412,21.741,34.702,54.869,135.394,223.434,382.617,681.954,1261.03,2285.61,4458.8,8821.75
1.176,7.864,5.657,12.843,10.701,10.047,12.728,15.16,21.693,35.351,54.901,134.824,223.655,387.448,678.101,1257.46,2281.86,4612.27,8874.04
1.141,7.956,5.754,8.771,10.641,10.37,12.48,15.21,21.465,35.605,54.994,135.114,222.593,386.697,676.23,1251.7,2284.23,4417.24,8752.16
1.133,7.932,5.961,8.695,10.651,10.018,12.411,15.126,21.418,35.135,55.005,134.594,222.576,385.834,676.617,1266.72,2280.13,4451.48,8591.84
1.187,7.87,5.934,8.354,10.643,10.068,12.64,15.256,26.102,35.161,54.737,135.202,224.091,390.291,672.376,1246.85,2275.18,4433.77,9013.62
1.158,7.921,5.708,8.57,10.748,10.03,12.479,20.169,21.952,34.829,54.984,135.077,222.137,388.255,675.793,1254.86,2291.07,4426.37,8563.38
1.13,7.864,5.985,8.423,10.782,9.953,12.591,16.808,21.497,34.971,54.964,134.187,222.236,386.452,682.1,1249.66,2270.47,4431.71,8833.63
1.175,8.265,5.629,8.288,10.651,10.098,12.497,15.221,21.709,35.137,54.972,137.459,221.421,394.793,675.79,1248.98,2263.63,4459.92,8454.09
1.164,7.923,5.671,8.45,10.569,10.135,12.433,15.021,21.51,34.883,57.243,134.475,223.613,382.686,679.796,1252.37,2271.05,4418.04,8794.1
1.12,8.121,5.656,8.319,10.603,10.052,20.042,14.846,21.693,35.069,55.941,134.577,237.95,384.664,678.644,1259.39,2276.12,4403.2,8718.16
1.096,7.824,5.659,8.355,10.627,10.156,13.259,15.037,21.598,35.237,55.265,135.087,231.225,384.414,678.774,1250.91,2270.14,4462.95,8775.33
1.109,8.013,5.612,8.419,10.73,9.975,12.98,14.811,21.457,35.251,55.762,134.752,223.612,383.409,680.558,1251.76,2274.24,4437.15,8773.52
1.145,8.029,5.705,8.441,10.626,10.113,12.282,15.204,21.444,34.926,55.931,134.283,223.14,386.107,677.13,1249.77,2288.94,4431,9004.33
1.11,8.202,5.697,8.364,10.718,10.091,12.234,15.05,21.654,34.803,55.731,135.017,225.605,382.484,672.517,1253.94,2275.37,4427.86,8853.89
1.182,7.797,5.952,8.636,10.567,10.182,12.43,15.117,21.522,34.974,55.803,137.843,223.303,388.235,676.057,1244.77,2279.91,4430.38,8787.23
1.164,7.786,5.914,8.411,15.45,10.126,12.759,14.83,21.544,34.988,55.778,136.61,222.488,386.709,677.483,1244.05,2290.41,4422.97,8736.07
1.107,7.974,5.741,8.533,10.79,9.971,12.313,14.897,21.466,35.221,55.23,136.36,222.526,385.522,676.597,1247.2,2285.97,4421.91,8857.95
1.339,7.92,5.958,8.516,10.786,9.889,12.293,15.019,21.435,34.984,55.802,135.487,225.478,385.102,678.576,1249.56,2274.34,4426.29,8762.36
1.205,8.189,5.714,8.579,10.762,10.13,12.408,14.877,21.601,35.089,55.941,136.753,221.879,383.772,680.681,1248.17,2292.94,4437.33,8932.7
1.156,7.866,5.685,8.42,10.636,10.021,12.254,14.881,21.411,35.046,55.713,135.817,222.914,386.852,677.716,1254.63,2293.2,4449.95,8728.89
1.123,7.897,5.905,8.835,10.66,10.081,12.614,14.924,21.47,35.149,55.393,135.802,223.079,382.685,676.839,1252.25,2279.62,4426.42,8886.51
1.183,8.036,5.697,8.455,10.582,9.979,12.389,14.866,21.344,35.141,55.415,136.004,223.117,381.565,678.907,1252.8,2277.92,4421.86,8855.13
1.119,8.2,6.006,8.443,10.734,10.089,12.849,14.836,21.451,35.103,55.904,137.732,224.457,385.076,675.699,1262.96,2270.56,4419.98,8881.36
1.335,7.908,5.917,8.463,10.605,10.18,12.513,14.839,21.593,34.983,55.908,134.62,221.391,383.564,678.41,1252.21,2282.78,4420.91,8935.84
1.136,7.9,5.734,8.616,10.596,9.965,12.271,14.804,21.499,35.521,55.647,135.703,221.143,382.737,677.24,1254.83,2279.27,4418.69,8648.99
1.137,7.704,5.971,8.454,10.644,10.042,12.281,14.876,21.911,35.117,55.843,134.725,223.104,387.244,674.129,1248.99,2279.73,4422.99,8803.86
1.183,7.709,5.779,8.817,10.677,9.931,12.388,15.084,21.626,37.357,57.739,134.897,223.078,383.244,681.35,1254.77,2269.93,4441.64,8751.66
1.132,8.093,5.989,8.569,10.629,10.05,12.231,14.877,21.46,35.576,55.287,135.026,222.226,385.663,681.032,1245.47,2278.94,4432,8853.49
1.094,7.841,5.758,8.358,10.611,10.005,12.535,14.735,21.855,35.205,54.527,134.866,222.11,383.213,673.485,1258.41,2274.37,4433.96,8887.85
1.153,7.816,5.818,8.549,10.588,10.255,12.403,15.1,21.498,35.374,54.98,138.73,220.676,381.762,673.886,1246.8,2275.72,4416.95,9149.02
1.167,7.742,5.768,8.511,10.767,9.923,12.802,15.089,21.272,35.138,54.874,134.83,220.798,384.408,675.041,1253.53,2276.23,4426.49,9523.81
1.187,7.703,5.898,8.71,10.721,9.952,12.48,14.859,21.365,34.819,54.994,134.595,225.925,382.405,673.839,1249.24,2272.6,4453.75,8832.01
1.099,7.761,5.726,8.438,10.655,10.068,12.286,15.066,21.326,35.096,55.162,134.596,223.839,384.314,675.799,1257.99,2266.04,4434.78,8868
1.177,7.855,5.851,8.768,10.715,9.985,12.238,14.854,21.567,35.047,55.086,134.656,224.119,383.846,677.572,1255.43,2279.59,4456.43,8729.01
1.097,7.74,5.734,8.457,10.661,10.072,12.371,14.919,21.495,34.982,54.993,134.981,223.27,382.299,676.712,1247.49,2289.85,4418.46,8662.51
1.145,7.959,5.691,8.597,10.574,10.01,12.294,14.703,21.459,35.081,54.595,134.732,225.479,388.565,676.583,1251.4,2285.61,4434.35,9488.35
1.298,7.927,5.75,8.604,10.592,10.268,12.75,14.802,21.526,35.696,55.121,137.526,225.501,386.033,676.597,1249.86,2280.41,4427.34,9315.81
1.115,7.752,6.001,8.379,10.604,10.235,12.322,14.925,21.202,35.046,54.804,138.66,225.263,385.866,677.955,1253.71,2280.65,4426.96,8810.39
1.18,7.777,5.725,8.482,10.622,10.228,12.439,14.905,21.674,35.633,54.909,138.795,224.003,389.773,673.86,1249.34,2272.36,4431.67,8867.34
1.25,8.093,6.272,8.588,10.717,10.079,12.671,14.986,21.569,35.317,54.722,138.603,225.911,387.038,676.76,1254.23,2280.37,4423.7,8619.73
1.176,7.761,5.774,8.344,10.59,10.252,12.532,15.195,21.453,36.531,54.838,138.252,223.669,388.042,678.462,1255.01,2277.89,4439.33,9399.96
1.114,7.695,5.996,8.646,10.732,10.076,12.35,14.948,21.493,35.101,55.149,138.709,221.961,386.048,672.997,1250.98,2325.51,4430.68,9544.01
1.157,7.817,5.808,8.249,10.599,10.013,12.552,14.978,21.382,34.928,54.893,139.309,221.709,385.775,678.039,1254.95,2335.73,4463.64,9648.56
1.155,7.852,5.943,8.695,10.681,9.921,12.355,14.837,21.634,34.885,54.901,139.404,221.193,386.101,676.142,1256.47,2304.29,4436.13,8777.62
1.183,7.981,5.726,8.635,10.66,10.15,12.532,14.836,21.342,35.024,57.564,136.056,223.939,382.544,672.638,1246.54,2270.9,4459.15,9679.91
1.256,7.73,5.949,8.796,10.613,10.272,12.274,14.862,21.388,35.054,55.114,135.755,221.679,386.792,678.182,1249.99,2265.94,4452.72,8913.79
1.17,7.769,5.679,8.557,10.734,10.081,12.642,14.935,21.531,34.911,54.82,134.985,221.481,386.375,676.569,1249.6,2266.32,4432.78,9116.16
1.192,7.838,6.124,8.595,10.668,10.104,12.394,14.938,21.264,35.146,54.919,135.726,222.207,385.819,672.849,1243.7,2273.17,4462.77,8988.84
1.117,7.948,5.7,8.443,10.564,10.105,12.794,14.885,21.382,34.823,54.943,135.271,222.157,389.769,678.426,1247.13,2267.44,4445.15,8952.04
1.134,7.761,5.681,8.733,10.612,9.936,12.54,14.86,21.571,35.297,54.436,135.114,224.105,387.367,674.368,1253.19,2286.17,4419.25,8980.87
1.148,8.334,6.002,8.598,10.743,10.161,12.427,14.872,25.872,35.64,55.469,135.791,222.931,386.355,674.634,1250.44,2270.15,4464.42,9079.47
1.335,8.418,5.72,8.568,10.587,10.056,12.433,14.873,21.853,35.493,54.803,137.882,221.295,449.808,676.739,1261.32,2278.61,4430.47,8784.93
1.192,8.75,5.956,8.468,10.788,10.011,12.536,15.049,21.403,35.63,54.958,135.371,221.699,387.195,681.025,1253.29,2276.92,4438.34,9276.36
1.179,8.822,5.73,8.755,10.785,10.042,12.534,14.883,21.553,35.741,55.113,134.764,223.626,386.9,680.557,1250.65,2282.32,4596.35,9672.67
1.328,8.471,5.976,8.692,10.64,10.049,12.431,14.854,21.29,36.082,54.645,134.855,222.013,382.981,678.882,1252.08,2285.38,4412.75,9534.01
1.234,8.459,5.892,8.741,10.663,10.203,12.402,14.819,21.318,38.764,54.524,134.557,221.734,383.614,676.207,1252.92,2280.56,4445.51,9649.54
1.144,8.454,5.898,8.51,10.645,10.198,12.534,14.995,21.45,36.005,54.929,134.515,221.338,385.483,672.741,1254.54,2276.67,4440.5,8952.82
1.146,8.506,5.729,8.416,10.639,10.127,12.295,14.92,21.448,35.529,55.12,134.96,220.913,380.984,678.521,1249.46,2278.64,4421.25,8706.85
1.122,8.648,5.913,8.557,10.674,10.111,12.367,14.905,21.44,35.468,54.575,137.461,223.649,388.7,679.234,1256.38,2281.8,4420.22,9243.45
1.244,8.525,5.764,8.393,10.664,9.955,12.719,14.83,21.44,35.465,54.916,135.492,221.734,382.546,677.592,1248.32,2294.44,4413.32,9555.87
1.145,8.503,5.64,8.713,10.62,9.874,12.552,14.826,21.475,35.315,54.727,135.857,222.336,381.9,677.388,1261.17,2264.93,4420.69,9392.25
1.109,8.43,5.647,8.411,10.558,10.113,12.232,14.816,21.777,35.522,54.908,135.357,221.989,387.34,680.7,1250.13,2266.83,4421,9682.98
1.207,8.467,5.76,8.381,10.694,10.136,12.326,15.053,21.435,35.225,56.935,135.193,225.584,383.523,678.714,1319.15,2268.96,4447.87,9146.92
1.156,8.434,5.847,8.354,10.777,10.023,12.647,14.882,21.5,35.136,55.255,135.23,225.689,385.884,675.768,1244.83,2279.27,4424.56,8977.92
1.183,8.435,5.903,8.251,10.629,10.286,12.342,14.809,21.593,35.213,54.74,134.715,226.158,384.264,675.7,1252.03,2280.88,4423.67,8852.27
1.114,8.569,5.7,8.723,10.719,10.242,12.6,15.099,21.224,34.966,54.777,135.224,225.67,382.502,677.048,1249.55,2278.47,4424.01,8807.76
1.105,8.59,5.895,8.542,10.566,10.032,12.381,14.813,21.415,35.174,54.489,140.696,225.494,385.57,673.802,1246.87,2269.66,4424.81,8783.35
1.117,8.54,5.749,8.725,10.589,10.029,12.289,14.894,21.383,35.309,54.258,137.431,225.552,383.146,676.573,1244.96,2276.04,4431.07,9042.02
1.176,8.518,5.691,8.353,10.583,10.004,12.534,14.892,21.523,35.309,54.562,136.53,224.032,382.52,678.923,1250.56,2270.38,4434.53,8743.19
1.125,8.558,5.979,8.568,10.587,10.009,12.405,15.041,21.478,35.212,54.281,136.012,223.312,386.677,672.2,1255.73,2288.26,4429.65,8865.12
1.106,8.557,5.693,8.368,10.692,10.194,12.219,14.949,21.761,35.101,54.241,136.075,222.637,384.722,676.71,1252.21,2276.49,4427.69,8633.75
1.104,8.452,5.952,8.459,10.601,10.006,12.418,19.65,21.542,35.331,54.464,136.856,227.192,385.376,678.843,1247.34,2291.69,4420.47,8775.08
1.146,8.51,5.939,8.584,10.662,9.914,12.608,19.228,21.637,35.103,54.418,136.614,221.567,383.242,676.834,1253.41,2269.47,4428.7,8614.49
1.309,8.533,5.705,8.339,10.686,9.96,12.982,16.202,21.566,35.038,54.469,140.951,221.306,382.311,676.676,1250.58,2273.61,4436.04,8815.58
1.133,8.45,5.905,8.494,10.566,9.952,12.277,15.869,21.592,35.218,54.516,138.263,221.333,385.614,678.337,1251.8,2280.98,4431.04,8854.41
1.109,8.551,5.707,8.821,10.627,10.139,12.264,15.838,21.423,35.173,55.014,137.823,221.772,382.438,677.829,1249.17,2270.73,4421.86,8986.89
1.181,8.392,5.84,8.305,10.729,9.992,12.781,15.79,21.381,35.3,54.503,137.916,223.426,386.135,682.726,1257.04,2296.23,4434.15,8682.88
1.107,8.483,5.685,8.682,10.611,9.906,12.396,15.842,21.537,35.35,54.543,137.786,219.972,383.782,679.56,1263.27,2267.79,4432.29,8874.34
1.269,8.5,5.95,8.493,10.724,10,12.479,16.06,21.699,35.273,54.279,137.34,221.369,383.674,678.039,1253.65,2277.33,4430.12,8761.95
1.197,8.535,5.69,8.532,10.752,10.077,12.425,16.004,21.399,35.193,54.669,137.939,221.454,385.643,681.112,1251.39,2275.47,4431.95,9042.86
1.214,8.496,5.776,8.442,10.612,10.055,12.636,15.897,21.532,35.437,54.736,139.832,224.344,381.617,677.979,1256.1,2293.43,4426.65,8533.52
